company_id,type,rule_id,text,confidence_pct
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,86
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
LODHA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,89
LODHA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,92
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,81
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,77
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,81
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,77
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,98
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
M&M,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
M&M,pro,PRO_COVERAGE,"Company remains in the covered universe, but financial history is limited for stronger positive rule matching",61
MARUTI,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
MARUTI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,81
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,93
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
MM,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
MM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
MOTHERSON,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
MOTHERSON,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,97
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,88
MOTHERSON,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,97
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
NESTLEIND,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,77
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74
NTPC,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ONGC,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
ONGC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,98
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
PFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
PFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
PIDILITIND,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
PNB,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,98
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
PNB,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98
PNB,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
POWERGRID,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,84
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
RECLTD,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,97
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96
RELIANCE,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
SBILIFE,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,97
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
SBIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,98
SBIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,92
SBIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
SHREECEM,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,84
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,97
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,96
SHRIRAMFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,92
SIEMENS,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87
SUNPHARMA,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,94
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
TATACONSUM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89
TATAMOTORS,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95
TATAPOWER,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
TATAPOWER,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,88
TATAPOWER,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,97
TATAPOWER,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,91
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
TATASTEEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,98
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATASTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84
TCS,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,92
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",98
TECHM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,98
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,98
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,87
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95
TORNTPHARM,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
TRENT,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,98
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,98
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,84
TVSMOTOR,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78
TVSMOTOR,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,86
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87
ULTRACEMCO,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
ULTRACEMCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ULTRACEMCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83
UNIONBANK,con,CON_01,Debt-to-equity ratio of 12.82 is elevated for a non-financial company and warrants monitoring,98
UNIONBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,98
UNIONBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
UNIONBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,94
UNIONBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,89
UNITDSPR,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71
UNITDSPR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
UNITDSPR,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
UNITDSPR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
UNITDSPR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
UNITDSPR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96
VBL,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
VBL,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
VBL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,89
VBL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98
VBL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
VBL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
VBL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
VEDL,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",98
VEDL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,98
VEDL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
VEDL,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
VEDL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
WIPRO,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
WIPRO,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
WIPRO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
ZOMATO,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
ZOMATO,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
ZOMATO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,98
ZOMATO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
ZYDUSLIFE,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
ZYDUSLIFE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ZYDUSLIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
ZYDUSLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
ZYDUSLIFE,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
ZYDUSLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
ZYDUSLIFE,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
ZYDUSLIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
